data/EVENT/EC500000.TS5	724	4dca9bb850700e644ac27628002e2db87586fd35fc7cc1ac1964af05d793366b
data/EVENT/ECF00000.TS5	1156480	0899bf81789acfbd243d43be209a8a3960933fa090960ac8c753c63f95f07bbe
data/EVENT/EF51FA00.TS5	9304	c45fd33731af2d344715fc180197ee4a7e9d798c36d7447d56347f25e396c3a0
data/EVENT/EF520600.TS5	4712	8867bdaf9a7ada8f17d9b026e63cd785131e7813423ac6831887da7ed5171fc8
data/EVENT/EFF00E00.TS5	13648	4b21642ee9de235f7b7e34abe764399be7697206f03e1668f90bd1e255b043af
data/EVENT/EFF01000.TS5	13616	46233b8708be6f9f12dcc0a17469f823f64ff29cf3881e1649bb3c7c17225ea5
data/EVENT/EFF01100.TS5	5416	718cbafdf7ae9a1ce04131c74ba9442bcd6827c1709751dea15560bd7d49d713
data/EVENT/EFF01700.TS5	10660	309addfd8078fec37ccce94de9f0d93e5f43543fa0f6d4162a2b008d329ba856
data/EVENT/EFF01A00.TS5	20424	fd2b4059c752087f9843e32e731dd8b534e774be14555a70198db54d05fff1bb
data/EVENT/EFF01D00.TS5	9204	228b2250a3f0ba9fb88d24a5f91a8074d4dfe9e2b32733741acfd4b5c1b36248
data/EVENT/EFF01F00.TS5	7496	3d40c8cbd864071858203ce2fc24619a7d31a09c7ae6563dd5075096b5085513
data/EVENT/EFF02000.TS5	6316	e00492e78742778ceef2fa0c64eecd386f4f98b81105120a40cb7ed94cff79a6
data/EVENT/EFF02300.TS5	6308	2d282ac2f72917b2b788d306e563de827f6922f925f3478acd742e4efcdc43c0
data/EVENT/EFF02D00.TS5	10124	7b21f418e87b2f198aa2556e515983cc326a4b8d20abe11d6b59a1a7d7520d69
data/EVENT/EFF02E00.TS5	5756	1b71ba442bc4386376a7708d548d10eb1ce6221e0dc2de55f53682834ff07075
data/EVENT/EFF03600.TS5	25768	e1d70636a8ea82be3de5ace658f680faa8a11cd2124e06d4a6704905a32977b0
data/EVENT/EFF04300.TS5	20380	1818fa78e831851ec8c4933a17b4d3e9229ab8ea7326dd28441415946a47c985
data/EVENT/EFF06D00.TS5	1056	75e5ff54d969208efc044c9cc33d681583a1cd5b0be02b272877e67e408fc8d1
data/EVENT/EFF06E00.TS5	44676	de0555b357724df803ec69d039612b5f4978b8a0fbab399c7664533e3b2ef8dc
data/EVENT/EFF07400.TS5	29204	5f9af7a83640b1b5702b8e3eed06904a27e8895a44b16891ff9c9d26a1f41f0e
data/EVENT/EFF07500.TS5	664	f8161ee96f9ced99aca42a3958a1e4fecae2029bda1894c04296abdb9a83c5f4
data/EVENT/EFF07700.TS5	83588	64d58745308bb643358b5a4dc652e457c57a2a36bc11292ae3f8dae2bcad6f41
data/EVENT/EFF07C00.TS5	928	f2b78309e04c0b110919ff1345464c86694d6091c7b47de29d20b559b6542104
data/EVENT/EFF07D00.TS5	25732	c36de62f77d8ee5e71e55a13ae8b07bb5ad65cb487505d1e9a57e42cab538dc5
data/EVENT/EFF08C00.TS5	6956	dadc39f51e2d3d7ce541c61e52355f97d339651b070f0cd290ba47080b74556f
data/EVENT/EFF09800.TS5	13624	5c8f334a294555c1a4e855a4f3a13431ab7cc06272872b04bc3c6eb9106de0b5
data/EVENT/EFF0A400.TS5	10420	f406ce7c9d506d99d6520712523608f1a110913f419366692175e48ee8bd4708
data/EVENT/EFF0A500.TS5	33968	4e8c81a79876e324e351c1932f2517f0b31e4ea8551c3465500d3fd90ede39ba
data/EVENT/EFF0A700.TS5	7084	0d09a9b082d4cea9e86a8f04f83f115862eacaf947f274826e30b39f210c9bdc
data/EVENT/EFF0BE00.TS5	3168	a5dbc7089c71b1769e5d55d4609e9a2e3e053ef3a639603560c67d4e7923ef46
data/EVENT/EFF0C300.TS5	335772	7cd21c7ac47b2908862ee83f15c7100b0811e6e23bc2ed3f7cb934c3a63b487a
data/EVENT/EFF0E600.TS5	15108	4b3ab13021e2ff3ed06fb46af0f9e0ad185a879a04d8e9fcfac8baf54d762dad
data/EVENT/EFF0E900.TS5	692	24dc68dc4112f3404785b8b9499fc281e1c4247eb90cf07e90a410a2a5c4a433
data/EVENT/EFF11600.TS5	21208	3e9e8b40d8bcea4d237b9c3f75d78820f5f6ad9d3889d492f5a837fb6d06f39c
data/EVENT/EFF12500.TS5	21856	7e274ac5c00b56059e9c7532aead2d7652ffd1a30f4970d64fcb209cd9bd798d
